estado,antiguedad,vivienda,plazo,edad,estado_civil,registros,trabajo,gastos,ingresos,activos,deuda,cantidad,precio
bueno,8,padres,36,26,soltero,no,fijo,35,65,0,0,500,1715
malo,1,alquila,36,44,casado,sí,fijo,54,90,0,0,1500,2100
malo,0,alquila,48,46,casado,no,tiempo parcial,72,116,0,0,860,965
malo,2,propietario,60,32,casado,no,tiempo parcial,60,75,5500,1500,1400,1732
bueno,9,propietario,12,30,casado,sí,freelance,60,93,6500,2235,500,1550
malo,1,propietario,24,49,casado,sí,tiempo parcial,35,90,7000,0,265,300
bueno,2,padres,48,24,soltero,no,fijo,35,64,0,0,1500,1734
bueno,3,padres,60,35,soltero,no,fijo,35,190,2500,0,1400,1561
bueno,14,alquila,60,30,casado,no,fijo,55,95,0,0,850,1015
bueno,3,propietario,48,29,soltero,no,fijo,35,76,4000,1500,800,1500
malo,0,propietario,60,27,casado,no,tiempo parcial,35,74,5000,2500,1550,1555
bueno,7,otra,60,27,soltero,no,fijo,35,78,0,0,1500,1878
bueno,0,alquila,60,44,casado,no,freelance,45,NA,6000,0,1600,1725
bueno,16,propietario,48,41,casado,no,fijo,45,108,9000,0,1150,1235
bueno,20,propietario,60,47,casado,no,fijo,90,212,11000,0,1150,1669
malo,3,otra,60,29,casado,no,freelance,35,128,0,0,1100,1350
bueno,23,otra,60,43,casado,no,fijo,60,155,0,0,1650,2270
bueno,4,propietario,12,54,casado,no,fijo,75,83,3000,0,600,1468
bueno,8,propietario,60,34,casado,no,fijo,45,100,3500,0,1300,1300
bueno,15,alquila,48,33,casado,no,fijo,78,179,0,0,1150,1661
bueno,8,propietario,36,58,casado,no,fijo,35,85,10000,0,1000,1510
malo,1,otra,60,33,soltero,no,tiempo parcial,35,96,0,0,700,1640
bueno,1,propietario,48,59,casado,no,otros,35,33,6000,0,850,900
bueno,0,propietario,60,64,casado,no,otros,35,101,5000,0,820,1205
bueno,5,propietario,36,66,casado,no,otros,35,178,15000,0,330,837
bueno,4,propietario,60,35,casado,no,fijo,35,85,5500,900,1500,1810
bueno,10,padres,48,31,casado,no,fijo,35,47,8000,0,1000,1389
bueno,0,alquila,48,23,soltero,no,fijo,44,88,0,0,1000,1529
malo,5,alquila,48,22,casado,no,fijo,51,156,0,0,1500,1564
bueno,1,padres,60,21,soltero,no,tiempo parcial,35,45,0,0,400,904
bueno,0,propietario,36,25,casado,no,fijo,45,121,3144,1751,225,375
bueno,0,propietario,60,27,casado,no,fijo,35,295,6000,0,1950,2208
bueno,16,propietario,60,40,casado,sí,fijo,75,120,5000,2000,400,1309
malo,4,alquila,60,38,casado,no,fijo,79,188,3000,1500,1350,1624
bueno,12,alquila,36,31,casado,sí,fijo,73,131,0,0,200,200
bueno,31,propietario,48,45,casado,no,fijo,45,181,3500,270,900,1522
bueno,6,padres,60,30,casado,no,fijo,60,72,0,0,200,1083
bueno,5,propietario,36,39,casado,no,fijo,60,150,10000,0,1350,1758
bueno,14,padres,48,31,soltero,sí,fijo,35,100,0,0,800,1084
malo,0,propietario,60,59,casado,no,otros,35,131,12000,0,1150,1157
malo,1,propietario,60,27,casado,sí,fijo,45,62,7000,4500,1650,2060
bueno,1,propietario,48,22,soltero,sí,tiempo parcial,35,125,3000,0,600,1087
bueno,5,padres,36,21,soltero,sí,fijo,35,62,0,0,250,375
bueno,18,propietario,12,58,viudo,sí,fijo,75,158,6000,0,400,973
bueno,3,propietario,36,41,casado,sí,fijo,45,270,25000,0,900,910
malo,2,privado,60,38,casado,no,tiempo parcial,60,150,4000,0,1000,1270
malo,6,propietario,36,32,casado,sí,freelance,60,149,8000,3000,950,950
bueno,7,propietario,12,40,casado,no,fijo,60,225,6000,0,400,1721
bueno,3,propietario,60,32,casado,no,fijo,35,138,3500,0,1600,2131
bueno,11,propietario,24,41,casado,no,fijo,60,100,15000,0,700,1480
bueno,10,alquila,36,31,casado,no,fijo,90,153,0,0,175,675
bueno,17,alquila,12,46,casado,no,fijo,59,141,0,0,200,600
bueno,1,propietario,48,46,casado,no,fijo,90,170,14000,0,1000,1125
malo,1,padres,36,22,soltero,no,tiempo parcial,35,59,0,0,880,940
malo,2,alquila,36,28,casado,no,tiempo parcial,42,67,0,0,150,898
bueno,2,privado,48,31,casado,no,fijo,45,65,3500,900,300,925
bueno,2,padres,36,34,casado,no,fijo,60,400,9800,0,900,1316
bueno,20,propietario,24,54,casado,no,fijo,35,175,11500,0,500,1080
bueno,18,propietario,60,44,casado,no,fijo,60,110,4000,500,1300,1725
bueno,0,padres,60,30,casado,no,fijo,60,128,0,0,900,975
bueno,8,privado,60,32,casado,no,fijo,35,95,2500,480,950,1350
bueno,1,padres,24,21,soltero,no,tiempo parcial,45,114,2500,500,500,1154
bueno,3,propietario,60,29,casado,no,fijo,45,130,3500,1690,1100,1127
malo,2,alquila,60,42,casado,no,freelance,45,NA,0,0,950,962
bueno,4,padres,36,39,casado,no,fijo,60,100,6000,0,800,1500
bueno,5,propietario,36,45,viudo,no,otros,35,142,6000,0,800,850
malo,18,alquila,48,53,separado,sí,freelance,51,164,0,0,1000,1295
bueno,1,alquila,60,28,casado,no,fijo,60,150,0,0,1350,1419
bueno,8,propietario,24,47,soltero,sí,fijo,35,320,50000,2000,300,2300
malo,8,alquila,12,32,casado,no,freelance,45,NA,0,0,300,400
bueno,12,propietario,36,47,casado,no,fijo,60,211,NA,0,1050,1521
bueno,6,propietario,48,51,casado,no,freelance,35,105,4000,0,1350,1595
bueno,4,propietario,48,42,casado,no,fijo,35,111,3500,0,1000,1683
malo,7,alquila,60,38,separado,sí,fijo,42,70,0,0,921,921
bueno,6,privado,48,35,casado,no,fijo,45,125,3500,1125,700,1226
malo,7,propietario,60,38,casado,sí,freelance,60,40,6000,0,1500,1610
malo,2,padres,36,19,soltero,no,tiempo parcial,35,45,0,0,600,790
malo,2,propietario,60,54,viudo,sí,fijo,35,180,8000,0,1000,1130
malo,2,alquila,18,25,soltero,no,tiempo parcial,44,85,0,0,320,425
bueno,12,propietario,60,34,casado,no,fijo,35,187,6000,2000,500,1457
bueno,1,alquila,60,21,casado,no,tiempo parcial,45,100,17000,0,1050,1251
malo,25,alquila,36,55,casado,no,freelance,35,NA,3000,0,500,600
malo,0,alquila,60,21,casado,no,freelance,35,NA,16000,0,1000,1000
malo,5,propietario,36,43,casado,no,otros,75,192,15000,0,1500,2448
malo,5,otra,60,53,casado,no,freelance,35,NA,0,0,2000,2365
malo,1,privado,60,28,casado,no,tiempo parcial,60,174,6000,720,1650,1930
malo,3,alquila,36,33,separado,sí,freelance,45,NA,0,0,375,870
bueno,0,alquila,60,30,casado,no,fijo,70,100,2000,0,1150,1265
malo,3,propietario,60,22,soltero,sí,freelance,35,178,9000,3000,1500,1528
malo,4,alquila,36,23,casado,no,fijo,46,108,0,0,315,315
bueno,45,otra,48,62,casado,no,fijo,45,100,0,0,450,935
bueno,0,propietario,60,32,casado,no,freelance,60,NA,5500,700,1300,1375
bueno,5,propietario,36,27,casado,no,freelance,45,NA,0,0,1000,1622
bueno,0,propietario,60,39,casado,sí,fijo,45,150,23000,5000,1050,1625
bueno,0,propietario,60,34,casado,sí,tiempo parcial,35,165,8000,2000,1450,1800
bueno,12,propietario,60,35,casado,sí,fijo,35,108,18500,1300,1550,1584
bueno,2,propietario,60,40,casado,no,freelance,75,67,25000,0,1800,2287
malo,2,privado,60,37,casado,sí,fijo,60,120,3000,1380,1000,1582
bueno,15,propietario,48,55,casado,no,freelance,45,88,15000,0,650,1243
bueno,30,propietario,48,56,casado,sí,fijo,45,75,6000,0,1300,1423
bueno,1,alquila,36,36,separado,no,fijo,65,200,0,0,900,1200
bueno,42,propietario,60,60,casado,no,fijo,45,232,5000,0,1130,1275
bueno,10,privado,48,28,soltero,no,fijo,35,129,3500,933,1000,1529
bueno,1,propietario,18,40,casado,no,freelance,45,NA,5000,0,300,1272
bueno,5,propietario,48,21,casado,no,fijo,45,100,3000,0,800,1310
bueno,6,propietario,60,36,separado,no,freelance,45,85,5000,0,1000,1341
bueno,6,alquila,60,40,casado,no,fijo,54,92,0,0,1000,1155
bueno,15,padres,60,42,casado,no,freelance,60,NA,0,0,1100,1100
bueno,6,alquila,36,45,casado,no,freelance,90,NA,0,0,600,1114
bueno,4,alquila,48,32,casado,no,fijo,56,110,0,0,800,1626
bueno,31,alquila,60,59,casado,no,fijo,53,80,0,0,1050,1182
bueno,14,propietario,18,48,casado,no,fijo,35,143,4000,0,250,300
bueno,6,propietario,12,66,viudo,no,otros,35,105,5000,0,550,1450
bueno,15,otra,60,32,casado,no,fijo,45,88,0,0,500,1131
bueno,6,privado,60,34,casado,no,fijo,45,124,1500,100,1100,1392
bueno,10,propietario,60,38,casado,no,fijo,45,184,6000,1000,1125,1325
bueno,11,propietario,60,34,casado,no,fijo,35,100,3500,0,950,1241
bueno,10,propietario,6,35,casado,sí,freelance,75,50,6000,1500,500,983
bueno,20,padres,60,42,soltero,no,fijo,35,80,0,0,800,1520
bueno,10,propietario,36,43,casado,no,freelance,75,292,8000,0,1800,2240
bueno,5,alquila,48,25,casado,no,fijo,55,100,0,0,549,549
bueno,12,privado,36,51,casado,no,fijo,45,130,4000,0,1200,1400
malo,2,otra,60,32,casado,no,tiempo parcial,45,150,0,0,1450,1850
bueno,9,propietario,48,47,casado,no,freelance,35,183,45000,1700,3000,3690
bueno,0,otra,60,21,soltero,no,tiempo parcial,35,NA,4000,0,1250,1300
bueno,9,propietario,12,26,soltero,no,fijo,35,91,4000,0,1000,1776
bueno,16,otra,30,44,casado,no,freelance,35,107,8000,0,1300,1634
malo,2,padres,48,27,separado,no,tiempo parcial,35,125,0,0,870,1480
bueno,0,propietario,48,66,casado,no,otros,35,45,5500,0,1250,1267
bueno,2,otra,60,26,casado,no,freelance,35,30,0,0,900,1159
bueno,3,propietario,36,49,casado,no,freelance,45,64,4000,0,400,773
bueno,1,propietario,48,28,casado,no,fijo,45,116,4000,1857,1100,1173
bueno,1,privado,60,32,casado,no,fijo,60,140,4000,1300,1200,1410
bueno,0,otra,60,30,soltero,no,tiempo parcial,35,61,0,0,500,1081
malo,2,alquila,60,43,casado,sí,tiempo parcial,84,86,0,0,1650,1782
bueno,13,propietario,60,41,casado,no,fijo,75,89,2000,0,1000,1274
bueno,14,propietario,48,32,casado,no,tiempo parcial,45,165,4000,112,1300,1346
bueno,3,propietario,60,24,casado,no,freelance,60,67,9000,0,1300,2885
bueno,14,propietario,48,53,casado,no,fijo,45,95,3000,0,1060,1060
bueno,5,propietario,36,65,soltero,no,otros,35,121,10000,0,900,1191
bueno,3,alquila,30,39,casado,no,fijo,58,128,0,0,600,1098
bueno,15,propietario,60,38,casado,no,fijo,60,90,6000,480,1100,1289
bueno,6,propietario,60,33,casado,sí,fijo,45,103,10000,0,1000,1658
malo,2,alquila,60,32,casado,sí,freelance,60,NA,0,0,1100,1480
bueno,15,propietario,60,29,soltero,no,fijo,35,130,5000,0,830,1000
malo,10,propietario,60,47,separado,no,fijo,35,229,7000,0,2550,3500
bueno,12,propietario,36,38,casado,no,fijo,35,143,5000,1100,700,2093
malo,4,padres,36,26,soltero,sí,freelance,35,65,3500,0,1300,1475
bueno,15,privado,60,33,soltero,no,fijo,35,163,5000,0,1000,2244
bueno,14,padres,18,29,casado,no,fijo,45,162,0,0,600,2120
bueno,2,propietario,60,30,casado,no,tiempo parcial,35,154,2500,500,1000,1725
bueno,9,propietario,60,47,casado,no,fijo,60,55,9500,0,600,1164
malo,0,padres,60,24,soltero,no,fijo,35,53,0,0,1200,1497
bueno,48,propietario,36,62,casado,no,freelance,60,NA,25000,0,180,350
bueno,14,padres,24,28,casado,no,fijo,45,192,0,0,1000,1736
bueno,3,propietario,24,41,casado,no,freelance,60,NA,11000,0,800,1173
bueno,14,propietario,36,36,casado,sí,fijo,75,115,11000,3600,1250,1550
bueno,16,propietario,60,33,casado,no,fijo,45,90,6000,0,1500,1630
malo,29,propietario,60,52,casado,no,tiempo parcial,45,175,2500,0,1186,1286
bueno,3,propietario,60,36,casado,sí,freelance,35,60,2500,0,2300,2965
bueno,6,propietario,48,28,casado,no,fijo,45,114,3500,0,650,1255
bueno,47,propietario,48,61,casado,no,fijo,35,110,5500,30,1200,1200
bueno,14,propietario,60,34,casado,no,fijo,45,130,4000,0,1100,1654
malo,5,padres,48,23,soltero,no,tiempo parcial,35,92,0,0,1200,1200
malo,1,propietario,36,41,soltero,sí,freelance,35,NA,15000,0,1500,2500
bueno,6,otra,36,23,soltero,no,fijo,35,68,0,0,600,1271
bueno,4,padres,60,24,casado,no,fijo,35,130,0,0,800,897
bueno,1,propietario,12,61,casado,no,otros,45,103,20000,0,300,650
bueno,8,privado,60,45,casado,no,freelance,75,200,35000,0,800,1270
bueno,6,padres,60,30,separado,no,fijo,45,170,0,0,750,1674
bueno,6,padres,60,26,soltero,sí,fijo,35,270,0,0,1800,1921
bueno,15,propietario,60,34,casado,no,fijo,45,82,3500,0,750,1624
bueno,17,alquila,24,50,casado,no,freelance,68,79,1000,0,1000,3782
malo,6,alquila,60,45,casado,no,fijo,59,139,0,0,1350,1612
bueno,18,propietario,60,51,casado,no,fijo,60,205,8000,0,1100,1350
bueno,15,propietario,48,29,casado,sí,fijo,35,100,8500,1300,500,873
bueno,0,propietario,24,20,soltero,no,tiempo parcial,45,188,2000,1500,300,315
bueno,2,propietario,48,55,casado,no,otros,35,135,8000,0,800,800
malo,6,alquila,48,37,soltero,no,fijo,55,200,0,0,1450,1650
bueno,23,alquila,60,43,casado,no,fijo,54,92,NA,0,1080,1222
bueno,3,propietario,24,32,casado,no,fijo,45,120,5000,0,800,1023
bueno,18,propietario,60,42,casado,no,fijo,45,172,3500,0,1850,2034
bueno,0,padres,60,21,soltero,no,freelance,35,44,0,0,1200,1311
bueno,3,alquila,60,30,casado,no,fijo,77,169,0,0,1500,2037
malo,0,privado,6,22,soltero,sí,tiempo parcial,35,115,1000,0,250,800
bueno,15,propietario,24,41,casado,sí,tiempo parcial,45,180,6000,0,700,1888
bueno,15,propietario,48,55,casado,no,freelance,35,NA,14500,0,2000,2848
malo,12,alquila,60,30,soltero,sí,fijo,44,86,0,0,1300,1380
bueno,15,alquila,48,45,casado,no,fijo,88,130,3000,0,1300,1591
bueno,2,alquila,60,29,casado,no,fijo,80,200,0,0,1250,1250
bueno,14,propietario,36,39,casado,no,fijo,60,167,5000,0,1350,1355
bueno,4,propietario,36,26,casado,no,fijo,35,100,6500,3900,500,500
bueno,1,privado,60,22,soltero,no,tiempo parcial,35,73,4500,4300,1000,1485
malo,4,alquila,60,53,viudo,no,otros,37,22,20000,0,1300,1498
bueno,2,propietario,36,37,casado,no,fijo,60,83,3500,0,310,1119
malo,1,alquila,36,28,casado,sí,fijo,47,122,0,0,950,1100
bueno,15,otra,36,39,separado,no,fijo,45,116,4000,0,600,1196
bueno,4,propietario,60,25,soltero,no,freelance,35,100,25000,0,2250,2270
malo,3,padres,60,27,soltero,sí,fijo,35,117,0,0,1500,2190
bueno,6,propietario,60,35,casado,no,fijo,60,135,4500,1000,1658,1675
bueno,16,padres,48,31,soltero,sí,fijo,35,72,0,0,850,1228
bueno,5,propietario,60,41,casado,no,fijo,60,266,14800,0,2500,2600
bueno,31,propietario,60,58,casado,no,fijo,60,293,8000,0,1500,1655
bueno,38,propietario,24,56,casado,sí,fijo,75,98,7000,0,300,1308
bueno,1,padres,60,26,soltero,no,fijo,35,57,0,0,1200,1512
bueno,17,propietario,60,44,casado,no,fijo,45,116,3000,0,800,1654
bueno,17,alquila,60,52,casado,no,fijo,65,200,0,0,1400,1407
bueno,22,propietario,60,54,casado,no,fijo,35,104,3000,0,1050,1282
malo,11,otra,60,48,casado,no,fijo,75,225,0,0,1300,1550
bueno,5,propietario,18,28,casado,no,fijo,35,141,5500,0,650,1258
malo,1,alquila,36,37,casado,no,tiempo parcial,75,145,0,0,1100,1871
malo,1,padres,48,36,casado,no,tiempo parcial,60,45,0,0,1200,1401
bueno,14,alquila,60,38,casado,no,fijo,75,146,0,0,1350,1413
bueno,0,padres,60,34,casado,no,fijo,45,225,8000,2300,800,1850
bueno,20,propietario,48,60,casado,no,freelance,35,142,12000,0,500,1154
bueno,7,propietario,60,53,casado,no,fijo,45,161,6000,2000,1000,1460
bueno,2,padres,12,26,soltero,no,fijo,35,105,0,0,360,1258
bueno,5,propietario,60,49,casado,no,fijo,35,121,3000,0,1200,1642
malo,4,alquila,60,37,soltero,sí,fijo,79,436,0,0,1500,1550
bueno,0,propietario,24,30,casado,no,tiempo parcial,60,76,4500,0,400,450
malo,0,padres,12,23,soltero,no,tiempo parcial,35,37,2500,0,120,300
bueno,15,propietario,60,53,casado,no,freelance,45,148,6000,0,1000,1330
bueno,2,padres,60,24,soltero,no,freelance,35,214,7000,2400,2000,2570
bueno,1,propietario,48,35,casado,no,freelance,90,174,11900,0,900,1220
bueno,0,propietario,60,49,casado,no,fijo,60,400,5000,0,1200,1283
bueno,4,privado,60,37,casado,no,freelance,75,120,10500,1500,1200,1341
malo,11,alquila,48,53,casado,sí,fijo,81,210,0,0,1260,1538
malo,0,alquila,36,33,casado,sí,tiempo parcial,76,155,0,0,440,440
bueno,2,padres,48,22,soltero,no,fijo,35,185,0,0,1000,2130
bueno,3,alquila,36,23,soltero,no,fijo,59,244,3100,0,700,1199
malo,7,alquila,60,39,casado,no,fijo,103,130,0,0,950,1215
bueno,12,propietario,60,28,casado,no,fijo,45,167,3000,1750,250,1188
bueno,15,alquila,36,36,casado,no,fijo,60,145,0,0,900,1621
bueno,0,padres,60,21,soltero,no,otros,35,149,3000,0,1400,1829
malo,0,propietario,60,33,separado,no,tiempo parcial,35,78,0,0,1030,1197
bueno,8,alquila,60,56,casado,no,fijo,62,266,5000,0,1000,1149
malo,2,padres,24,35,casado,no,fijo,45,175,0,0,1000,2393
bueno,23,propietario,36,41,casado,no,fijo,60,169,37000,180,1000,1457
bueno,28,propietario,36,46,casado,no,fijo,75,170,6000,0,750,800
bueno,16,propietario,36,55,casado,no,fijo,35,140,6000,0,1100,2136
bueno,7,propietario,60,44,casado,no,fijo,90,271,11000,5500,800,945
bueno,2,padres,48,25,soltero,no,fijo,35,91,0,0,900,1763
bueno,20,alquila,60,54,casado,no,fijo,43,75,0,0,800,1263
malo,0,otra,30,21,soltero,no,tiempo parcial,35,162,0,0,400,400
bueno,10,padres,48,28,soltero,no,fijo,35,135,6000,0,1500,2164
bueno,5,padres,12,32,casado,no,freelance,35,147,0,0,300,750
malo,2,propietario,36,30,soltero,no,freelance,35,177,6500,2300,1750,2750
bueno,7,otra,24,30,soltero,no,fijo,35,102,0,0,400,1541
bueno,1,padres,60,21,soltero,no,fijo,35,200,0,0,900,1088
bueno,14,otra,60,30,casado,no,fijo,45,130,0,0,1500,2414
malo,0,ignorar,60,26,casado,no,tiempo parcial,45,150,5000,0,1300,1429
bueno,3,propietario,60,38,casado,no,fijo,75,125,9000,0,1250,1415
bueno,15,propietario,60,32,casado,no,fijo,45,108,4500,0,1100,1213
bueno,10,alquila,30,51,casado,no,fijo,60,150,0,0,1300,1378
bueno,4,propietario,36,38,casado,no,freelance,35,142,4000,0,800,970
bueno,0,alquila,60,30,casado,no,fijo,64,188,0,0,1400,1475
bueno,0,padres,48,27,soltero,no,tiempo parcial,35,140,0,0,700,750
bueno,2,propietario,36,60,casado,no,fijo,35,122,3000,0,825,900
bueno,14,propietario,48,48,casado,no,fijo,45,112,6000,0,800,1037
malo,2,padres,60,22,soltero,sí,fijo,35,110,0,0,1360,1435
bueno,3,propietario,36,47,casado,no,freelance,60,106,10000,0,800,1649
bueno,32,propietario,48,46,casado,no,fijo,45,150,8000,0,1000,1093
malo,1,otra,48,27,soltero,sí,tiempo parcial,35,105,0,0,1300,1533
bueno,14,propietario,48,41,casado,sí,fijo,75,72,4000,0,800,1117
bueno,13,propietario,48,45,casado,no,fijo,45,106,4000,0,400,1615
bueno,16,propietario,12,56,casado,no,freelance,45,65,17000,0,650,1665
malo,7,privado,60,36,casado,sí,fijo,60,300,7000,0,2000,2485
malo,14,alquila,60,41,casado,no,fijo,54,92,0,0,1450,1482
bueno,14,privado,24,54,casado,no,fijo,45,100,9000,0,650,1150
bueno,15,propietario,60,38,casado,no,fijo,45,118,4000,2600,1250,1616
malo,11,alquila,60,38,casado,no,fijo,82,71,0,0,900,977
bueno,4,propietario,48,35,casado,no,freelance,60,NA,8000,0,1000,1613
bueno,2,padres,60,24,soltero,no,fijo,35,101,0,0,1600,1600
bueno,3,propietario,60,30,casado,no,fijo,60,164,4500,0,800,975
bueno,1,propietario,60,30,soltero,sí,freelance,35,57,4000,2100,1500,1950
bueno,20,propietario,48,53,casado,no,freelance,35,NA,6000,0,1157,1200
bueno,20,propietario,60,46,casado,no,fijo,35,140,9000,0,800,1300
bueno,22,propietario,48,40,casado,no,fijo,45,180,NA,0,1200,2206
bueno,3,padres,18,24,soltero,no,fijo,35,80,0,0,200,350
malo,11,propietario,48,36,casado,sí,fijo,35,81,5000,2000,570,1177
bueno,1,otra,24,24,soltero,no,fijo,35,114,0,0,400,550
bueno,9,propietario,60,39,casado,no,fijo,35,350,8000,0,1250,1304
malo,0,otra,60,32,soltero,no,fijo,35,73,NA,0,1580,1785
bueno,10,propietario,60,37,casado,sí,freelance,60,107,20000,600,1000,1175
bueno,22,propietario,60,42,casado,sí,fijo,45,120,5000,0,1350,1650
bueno,5,alquila,48,48,casado,sí,fijo,46,110,0,0,600,1100
malo,0,propietario,60,42,casado,sí,tiempo parcial,35,130,7000,3000,950,950
malo,3,alquila,48,25,casado,sí,freelance,35,NA,0,0,1300,1361
bueno,8,propietario,60,42,soltero,no,fijo,35,96,2500,0,1500,1520
bueno,23,propietario,24,47,casado,no,fijo,35,114,3000,0,400,765
bueno,6,alquila,36,24,casado,no,fijo,63,175,0,0,650,750
malo,5,propietario,60,39,soltero,sí,freelance,75,72,NA,0,1000,1042
bueno,6,padres,18,27,soltero,no,freelance,35,140,0,0,600,2724
bueno,7,alquila,36,49,casado,no,fijo,57,115,0,0,675,675
malo,1,otra,36,23,soltero,no,tiempo parcial,35,66,0,0,450,500
bueno,5,propietario,60,32,casado,no,fijo,35,124,4000,0,2000,3400
malo,26,privado,60,41,separado,sí,fijo,35,201,4700,3100,2400,2700
malo,1,padres,60,20,soltero,no,tiempo parcial,35,80,0,0,1300,1525
bueno,5,privado,60,31,casado,no,fijo,35,90,3000,0,900,1152
bueno,22,propietario,48,48,casado,no,fijo,60,110,3000,0,1000,1460
bueno,20,propietario,36,49,casado,no,fijo,45,122,9000,0,1100,1794
bueno,7,propietario,60,35,casado,sí,fijo,45,315,10000,4000,2400,2432
bueno,1,alquila,36,27,soltero,no,fijo,62,270,0,0,600,825
bueno,7,padres,24,40,casado,no,fijo,60,200,10000,0,1000,3429
malo,5,otra,24,25,casado,no,fijo,60,NA,0,0,500,750
bueno,7,privado,60,32,casado,no,fijo,60,242,3500,2000,1000,2236
bueno,16,propietario,48,48,casado,no,freelance,35,364,5000,0,900,1077
bueno,5,propietario,24,38,casado,no,freelance,60,182,5000,0,1250,2724
bueno,3,propietario,12,24,soltero,sí,fijo,35,105,6000,0,500,1138
bueno,0,propietario,12,36,casado,no,freelance,45,NA,8000,0,1300,1591
bueno,16,propietario,48,40,casado,no,fijo,60,225,20000,3000,700,834
bueno,17,otra,48,62,soltero,no,fijo,35,100,0,0,900,1000
malo,0,alquila,60,33,casado,no,tiempo parcial,54,85,0,0,1300,1797
bueno,0,propietario,48,63,casado,no,otros,35,100,6000,2900,1000,1439
bueno,8,propietario,60,51,casado,no,fijo,45,250,4000,0,1000,1250
malo,3,alquila,60,22,casado,no,fijo,60,150,0,0,950,1945
bueno,6,propietario,24,39,casado,no,freelance,60,178,18000,0,1000,2099
bueno,20,propietario,60,63,casado,no,fijo,45,256,7000,0,1000,1500
bueno,16,privado,48,34,casado,no,fijo,60,85,2000,0,800,1866
bueno,0,propietario,60,24,soltero,no,otros,35,82,10000,0,1600,1680
bueno,5,propietario,36,52,casado,no,fijo,35,220,12000,5000,1250,1542
malo,1,propietario,36,45,casado,sí,freelance,75,NA,4000,0,800,800
bueno,1,padres,36,20,soltero,no,fijo,35,61,0,0,800,995
malo,5,alquila,60,31,casado,sí,fijo,69,88,0,0,1200,1200
malo,15,otra,60,46,casado,sí,freelance,35,244,8000,0,2250,2758
bueno,2,propietario,36,24,casado,sí,fijo,35,160,3100,400,800,1928
bueno,1,alquila,36,46,casado,no,fijo,57,119,0,0,600,800
malo,18,alquila,24,35,casado,no,tiempo parcial,96,63,0,0,600,888
bueno,20,propietario,36,48,casado,no,fijo,45,257,3000,0,900,1193
bueno,10,alquila,18,34,divorciado,no,fijo,54,189,0,0,800,2215
malo,11,alquila,24,38,casado,sí,fijo,72,123,0,0,270,1676
malo,0,padres,60,36,soltero,no,fijo,35,130,0,0,1600,1678
malo,1,alquila,60,22,soltero,no,fijo,46,113,0,0,1600,1989
bueno,36,propietario,60,55,casado,no,fijo,45,102,12000,0,2000,2684
bueno,2,privado,24,51,casado,no,freelance,45,NA,10500,0,600,943
bueno,11,alquila,18,28,casado,sí,freelance,64,190,2000,0,700,1224
bueno,8,propietario,36,31,casado,no,fijo,45,110,5000,2000,540,1102
bueno,2,propietario,36,28,casado,no,fijo,45,80,2000,0,550,1572
bueno,4,alquila,36,38,casado,no,fijo,55,98,0,0,350,850
bueno,3,propietario,24,43,casado,no,freelance,75,NA,3000,0,650,1548
bueno,4,propietario,60,32,casado,no,fijo,60,147,3500,0,830,935
bueno,3,propietario,60,38,soltero,no,fijo,35,250,5000,0,1500,1934
malo,1,padres,48,18,soltero,no,tiempo parcial,45,95,4000,0,600,1472
bueno,16,propietario,36,55,casado,sí,fijo,60,230,5000,0,1200,1460
bueno,1,propietario,18,38,casado,no,otros,35,NA,4000,0,480,1059
bueno,12,propietario,36,38,casado,no,fijo,60,130,5000,0,700,950
bueno,18,propietario,60,48,casado,no,fijo,45,104,5500,25,800,1021
bueno,3,privado,18,23,soltero,no,otros,35,NA,12000,0,450,1450
bueno,10,propietario,48,50,casado,no,freelance,45,128,11500,0,500,1195
bueno,14,propietario,60,43,casado,no,fijo,60,120,5000,0,1250,1557
malo,2,padres,36,26,soltero,no,freelance,35,66,0,0,750,865
bueno,7,propietario,36,23,casado,no,fijo,35,247,5000,400,1500,1785
bueno,5,propietario,36,38,casado,no,freelance,60,63,4000,0,1050,1443
malo,5,propietario,48,39,casado,sí,freelance,60,66,10000,0,875,875
bueno,27,propietario,18,48,casado,no,freelance,35,70,5000,0,800,1578
bueno,3,alquila,36,30,casado,sí,freelance,59,140,0,0,1300,2115
bueno,2,privado,48,30,casado,sí,fijo,45,178,5000,0,1150,1627
bueno,10,otra,60,48,casado,no,fijo,35,203,4000,1500,1520,1636
bueno,16,propietario,6,41,casado,no,fijo,75,87,3000,0,200,625
bueno,15,propietario,60,39,casado,no,freelance,60,555,40000,0,1500,4000
malo,14,propietario,36,33,soltero,no,freelance,35,NA,4000,1500,700,1700
bueno,4,padres,60,25,casado,no,freelance,35,95,25000,0,1650,1900
bueno,3,padres,36,20,soltero,sí,fijo,35,55,0,0,600,1625
bueno,2,padres,36,28,soltero,no,fijo,35,140,1000,0,1000,1693
malo,25,privado,60,56,casado,sí,freelance,90,85,3500,0,800,975
bueno,6,alquila,48,26,soltero,sí,fijo,65,198,0,0,950,1111
bueno,1,privado,60,27,casado,no,freelance,35,130,4650,2850,2000,2240
bueno,30,propietario,12,52,casado,no,freelance,45,80,7000,0,1100,2487
bueno,10,padres,24,33,soltero,no,freelance,35,200,70000,12000,1100,1457
bueno,4,propietario,48,24,casado,no,fijo,35,95,2500,0,900,1625
bueno,12,propietario,36,46,casado,no,freelance,45,NA,8000,0,500,500
